time_of_day,day_of_week,road_name,vehicle_count,avg_speed,rainfall,holiday,incident,weather,congestion_level
9,5,Electronic City Flyover,262,37.38,0.0,1,0,Cloudy,Low
1,6,Sarjapur Road,142,33.87,23.56,1,0,Heavy Rain,Low
20,3,Brigade Road,638,33.62,0.0,0,0,Clear,Low
4,4,Indiranagar 100ft Road,220,34.78,15.11,0,0,Rainy,Low
7,2,Silk Board Junction,247,37.53,0.0,0,0,Clear,Low
3,5,Indiranagar 100ft Road,171,38.29,0.0,1,0,Clear,Low
7,1,Electronic City Flyover,209,37.91,0.0,0,0,Cloudy,Low
14,6,Indiranagar 100ft Road,279,22.21,0.0,1,1,Cloudy,Medium
18,4,Silk Board Junction,438,35.62,0.0,0,0,Clear,Low
3,4,Bannerghatta Road,259,32.34,25.36,0,0,Heavy Rain,Low
8,1,Brigade Road,457,35.43,0.0,0,0,Cloudy,Low
5,1,Brigade Road,219,35.52,11.43,0,0,Rainy,Low
5,4,Indiranagar 100ft Road,236,30.17,37.33,0,0,Heavy Rain,Low
18,5,Silk Board Junction,495,20.05,0.0,1,1,Clear,Medium
21,5,Electronic City Flyover,274,31.94,26.59,1,0,Heavy Rain,Low
21,0,Whitefield Main Road,637,33.63,0.0,0,0,Cloudy,Low
3,4,Hebbal Flyover,251,27.5,49.95,0,0,Heavy Rain,Medium
13,0,Hebbal Flyover,195,38.05,0.0,0,0,Clear,Low
13,0,Indiranagar 100ft Road,208,37.92,0.0,0,0,Clear,Low
3,1,Whitefield Main Road,247,31.41,30.61,0,0,Heavy Rain,Low
5,4,MG Road,210,36.67,6.17,0,0,Rainy,Low
6,2,Brigade Road,293,37.07,0.0,0,0,Cloudy,Low
18,3,Silk Board Junction,746,32.54,0.0,0,0,Clear,Low
22,4,MG Road,285,37.15,0.0,0,0,Clear,Low
4,4,Bannerghatta Road,167,38.33,0.0,1,0,Clear,Low
2,2,MG Road,168,35.42,14.5,0,0,Rainy,Low
7,2,Bannerghatta Road,169,38.31,0.0,0,0,Clear,Low
14,3,Electronic City Flyover,224,37.76,0.0,0,0,Clear,Low
20,3,Electronic City Flyover,352,29.08,36.99,1,0,Heavy Rain,Medium
13,5,Bannerghatta Road,124,36.63,10.64,1,0,Rainy,Low
7,5,Bannerghatta Road,142,38.58,0.0,1,0,Clear,Low
14,6,MG Road,133,38.67,0.0,1,0,Cloudy,Low
9,4,Brigade Road,586,30.24,19.52,0,0,Rainy,Low
2,3,MG Road,231,35.95,8.7,0,0,Rainy,Low
14,3,MG Road,290,35.87,6.13,0,0,Rainy,Low
7,6,Brigade Road,109,38.91,0.0,1,0,Clear,Low
20,3,Outer Ring Road,406,35.94,0.0,0,0,Cloudy,Low
6,5,Brigade Road,129,37.66,5.26,1,0,Rainy,Low
11,1,MG Road,456,27.3,40.68,0,0,Heavy Rain,Medium
1,6,Brigade Road,156,38.44,0.0,1,0,Cloudy,Low
18,5,Bannerghatta Road,428,35.72,0.0,1,0,Cloudy,Low
12,5,Brigade Road,124,38.76,0.0,1,0,Clear,Low
18,4,Indiranagar 100ft Road,469,33.5,9.07,0,0,Rainy,Low
22,2,Sarjapur Road,172,32.95,26.64,0,0,Heavy Rain,Low
19,1,MG Road,769,17.31,0.0,0,1,Clear,Medium
1,5,Sarjapur Road,158,36.7,8.59,1,0,Rainy,Low
19,4,Silk Board Junction,571,24.88,47.03,0,0,Heavy Rain,Medium
9,6,Brigade Road,240,35.89,8.53,1,0,Rainy,Low
3,1,Hebbal Flyover,281,37.19,0.0,0,0,Clear,Low
20,1,Bannerghatta Road,470,28.01,36.44,0,0,Heavy Rain,Medium
15,1,Electronic City Flyover,247,37.53,0.0,0,0,Cloudy,Low
3,0,MG Road,182,34.54,18.2,0,0,Rainy,Low
13,2,Sarjapur Road,481,13.68,32.55,0,1,Heavy Rain,High
2,6,Silk Board Junction,115,35.4,17.24,1,0,Rainy,Low
16,3,Silk Board Junction,121,38.79,0.0,1,0,Cloudy,Low
18,2,Brigade Road,625,32.42,6.64,0,0,Rainy,Low
10,6,Silk Board Junction,358,31.23,25.95,1,0,Heavy Rain,Low
14,0,Electronic City Flyover,291,37.09,0.0,0,0,Cloudy,Low
0,1,Silk Board Junction,201,37.99,0.0,0,0,Clear,Low
14,1,Outer Ring Road,253,37.47,0.0,0,0,Clear,Low
6,6,Silk Board Junction,148,38.52,0.0,1,0,Clear,Low
16,0,Sarjapur Road,201,37.99,0.0,0,0,Clear,Low
10,6,Electronic City Flyover,420,33.63,10.87,1,0,Rainy,Low
19,3,Hebbal Flyover,916,9.76,30.39,0,1,Heavy Rain,High
0,4,Whitefield Main Road,259,37.41,0.0,0,0,Cloudy,Low
3,0,Bannerghatta Road,280,37.2,0.0,0,0,Cloudy,Low
5,2,MG Road,172,38.28,0.0,0,0,Cloudy,Low
13,1,Sarjapur Road,186,32.29,29.26,0,0,Heavy Rain,Low
8,1,Electronic City Flyover,668,14.05,21.35,0,1,Heavy Rain,High
12,4,Sarjapur Road,173,35.83,12.19,0,0,Rainy,Low
18,3,Silk Board Junction,952,14.39,5.47,0,1,Rainy,High
7,5,Whitefield Main Road,171,38.29,0.0,1,0,Clear,Low
15,6,Outer Ring Road,101,37.9,5.46,1,0,Rainy,Low
11,4,Silk Board Junction,472,33.44,9.22,0,0,Rainy,Low
3,4,Brigade Road,264,30.41,34.74,0,0,Heavy Rain,Low
16,3,Brigade Road,147,30.07,42.3,1,0,Heavy Rain,Low
9,5,MG Road,273,29.26,40.04,1,0,Heavy Rain,Medium
8,0,MG Road,736,32.64,0.0,0,0,Cloudy,Low
8,3,Indiranagar 100ft Road,564,34.36,0.0,0,0,Clear,Low
19,1,Hebbal Flyover,420,30.0,28.98,0,0,Heavy Rain,Low
14,5,Whitefield Main Road,138,38.62,0.0,1,0,Cloudy,Low
23,4,Brigade Road,185,38.15,0.0,0,0,Cloudy,Low
7,5,Bannerghatta Road,103,38.97,0.0,1,0,Cloudy,Low
23,3,Outer Ring Road,185,35.31,14.2,0,0,Rainy,Low
16,4,Brigade Road,271,37.29,0.0,0,0,Cloudy,Low
15,0,Outer Ring Road,179,32.34,29.36,1,0,Heavy Rain,Low
22,6,Electronic City Flyover,142,36.6,9.92,1,0,Rainy,Low
21,5,Outer Ring Road,314,33.92,14.71,1,0,Rainy,Low
17,6,Bannerghatta Road,379,36.21,0.0,1,0,Clear,Low
17,6,Electronic City Flyover,635,16.85,8.99,1,1,Rainy,Medium
22,4,Whitefield Main Road,198,34.42,18.01,0,0,Rainy,Low
15,6,MG Road,129,35.9,14.06,1,0,Rainy,Low
7,5,Bannerghatta Road,139,38.61,0.0,1,0,Clear,Low
0,1,Whitefield Main Road,225,37.75,0.0,0,0,Cloudy,Low
12,5,Sarjapur Road,111,38.89,0.0,1,0,Cloudy,Low
16,6,Sarjapur Road,96,39.04,0.0,1,0,Cloudy,Low
2,4,Whitefield Main Road,177,38.23,0.0,0,0,Clear,Low
1,5,Whitefield Main Road,102,38.98,0.0,1,0,Clear,Low
21,1,Outer Ring Road,444,31.08,22.39,0,0,Heavy Rain,Low
8,4,MG Road,430,28.99,33.55,0,0,Heavy Rain,Medium
13,1,Bannerghatta Road,292,37.08,0.0,0,0,Clear,Low
7,0,Indiranagar 100ft Road,180,35.29,14.54,0,0,Rainy,Low
20,2,MG Road,696,29.51,17.66,0,0,Rainy,Medium
23,3,Bannerghatta Road,250,37.5,0.0,0,0,Clear,Low
6,3,Bannerghatta Road,288,31.67,27.26,0,0,Heavy Rain,Low
11,3,Whitefield Main Road,432,35.68,0.0,0,0,Cloudy,Low
7,0,Brigade Road,267,37.33,0.0,0,0,Cloudy,Low
15,5,Sarjapur Road,139,38.61,0.0,1,0,Clear,Low
6,0,Whitefield Main Road,170,37.17,5.66,0,0,Rainy,Low
9,1,Sarjapur Road,662,33.38,0.0,0,0,Clear,Low
6,1,Indiranagar 100ft Road,273,37.27,0.0,0,0,Cloudy,Low
6,2,Outer Ring Road,188,34.47,18.24,0,0,Rainy,Low
8,6,Hebbal Flyover,387,36.13,0.0,1,0,Cloudy,Low
21,6,Whitefield Main Road,340,34.63,9.86,1,0,Rainy,Low
19,6,MG Road,432,35.68,0.0,1,0,Clear,Low
10,3,Silk Board Junction,567,32.09,11.19,0,0,Rainy,Low
8,2,Outer Ring Road,990,15.1,0.0,0,1,Clear,Medium
21,3,Brigade Road,277,32.17,25.3,1,0,Heavy Rain,Low
11,4,Sarjapur Road,520,33.09,8.53,0,0,Rainy,Low
16,2,Electronic City Flyover,251,34.17,16.59,0,0,Rainy,Low
20,2,MG Road,640,32.38,6.09,0,0,Rainy,Low
17,0,Hebbal Flyover,677,29.37,19.29,0,0,Rainy,Medium
12,6,Sarjapur Road,130,35.93,13.86,1,0,Rainy,Low
6,3,Brigade Road,261,29.11,41.39,0,0,Heavy Rain,Medium
12,5,Sarjapur Road,168,38.32,0.0,1,0,Cloudy,Low
15,6,Silk Board Junction,141,38.59,0.0,1,0,Cloudy,Low
23,1,Whitefield Main Road,292,34.17,14.54,0,0,Rainy,Low
18,0,Whitefield Main Road,731,32.69,0.0,0,0,Clear,Low
19,1,Outer Ring Road,591,34.09,0.0,0,0,Cloudy,Low
23,1,Hebbal Flyover,166,35.35,14.96,0,0,Rainy,Low
10,3,Whitefield Main Road,689,33.11,0.0,0,0,Cloudy,Low
6,4,Brigade Road,249,37.51,0.0,0,0,Clear,Low
22,2,Electronic City Flyover,277,27.88,46.75,0,0,Heavy Rain,Medium
8,3,Brigade Road,692,33.08,0.0,0,0,Cloudy,Low
4,3,Electronic City Flyover,278,30.44,33.91,0,0,Heavy Rain,Low
1,2,Silk Board Junction,279,37.21,0.0,0,0,Clear,Low
16,2,Electronic City Flyover,177,38.23,0.0,0,0,Cloudy,Low
16,6,Electronic City Flyover,128,38.72,0.0,1,0,Cloudy,Low
0,3,Whitefield Main Road,185,38.15,0.0,0,0,Cloudy,Low
18,0,MG Road,455,27.3,40.73,0,0,Heavy Rain,Medium
4,3,Brigade Road,283,37.17,0.0,0,0,Cloudy,Low
6,3,Electronic City Flyover,217,32.74,25.45,0,0,Heavy Rain,Low
18,3,Outer Ring Road,659,18.41,0.0,0,1,Clear,Medium
16,4,Electronic City Flyover,196,31.88,30.81,0,0,Heavy Rain,Low
21,6,Silk Board Junction,346,26.91,48.16,1,0,Heavy Rain,Medium
6,6,Hebbal Flyover,176,38.24,0.0,1,0,Cloudy,Low
2,0,Silk Board Junction,235,33.53,20.58,0,0,Heavy Rain,Low
10,4,Electronic City Flyover,447,28.2,36.67,0,0,Heavy Rain,Medium
7,5,Whitefield Main Road,135,38.65,0.0,1,0,Cloudy,Low
16,2,Bannerghatta Road,352,21.48,0.0,0,1,Cloudy,Medium
11,3,Brigade Road,500,35.0,0.0,0,0,Cloudy,Low
13,3,Indiranagar 100ft Road,220,33.52,21.39,0,0,Heavy Rain,Low
21,1,Indiranagar 100ft Road,532,34.68,0.0,0,0,Clear,Low
6,4,Silk Board Junction,275,37.25,0.0,0,0,Cloudy,Low
6,6,MG Road,128,32.47,31.27,1,0,Heavy Rain,Low
16,1,Silk Board Junction,296,34.23,14.07,0,0,Rainy,Low
19,4,Silk Board Junction,480,35.2,0.0,0,0,Clear,Low
0,3,MG Road,140,38.6,0.0,1,0,Cloudy,Low
14,3,Brigade Road,195,38.05,0.0,0,0,Clear,Low
23,6,Bannerghatta Road,101,38.99,0.0,1,0,Clear,Low
12,6,Brigade Road,150,38.5,0.0,1,0,Cloudy,Low
23,5,Silk Board Junction,139,30.6,40.04,1,0,Heavy Rain,Low
6,2,Hebbal Flyover,257,37.43,0.0,0,0,Cloudy,Low
12,4,Hebbal Flyover,253,30.18,36.43,0,0,Heavy Rain,Low
6,5,Indiranagar 100ft Road,101,32.58,32.06,1,0,Heavy Rain,Low
17,3,Outer Ring Road,656,33.44,0.0,0,0,Cloudy,Low
15,4,MG Road,257,37.43,0.0,0,0,Cloudy,Low
13,6,Brigade Road,157,38.43,0.0,1,0,Cloudy,Low
22,4,Whitefield Main Road,266,31.73,28.05,0,0,Heavy Rain,Low
0,3,Electronic City Flyover,241,37.59,0.0,0,0,Clear,Low
11,2,Indiranagar 100ft Road,355,33.61,14.22,1,0,Rainy,Low
17,3,Electronic City Flyover,483,35.17,0.0,0,0,Cloudy,Low
9,4,Electronic City Flyover,702,17.98,0.0,0,1,Cloudy,Medium
17,6,Whitefield Main Road,257,28.78,43.25,1,0,Heavy Rain,Medium
3,3,Whitefield Main Road,185,38.15,0.0,0,0,Clear,Low
19,4,Brigade Road,510,34.9,0.0,0,0,Clear,Low
3,5,Silk Board Junction,143,38.57,0.0,1,0,Clear,Low
9,0,Outer Ring Road,598,34.02,0.0,0,0,Clear,Low
3,5,MG Road,171,38.29,0.0,1,0,Cloudy,Low
15,5,Sarjapur Road,179,38.21,0.0,1,0,Cloudy,Low
3,0,Brigade Road,224,37.76,0.0,0,0,Cloudy,Low
2,5,Bannerghatta Road,145,38.55,0.0,1,0,Clear,Low
23,5,MG Road,122,30.06,43.61,1,0,Heavy Rain,Low
13,2,Sarjapur Road,234,37.66,0.0,0,0,Clear,Low
12,0,Outer Ring Road,220,34.32,17.42,0,0,Rainy,Low
15,0,Whitefield Main Road,163,38.37,0.0,0,0,Cloudy,Low
1,2,Outer Ring Road,203,37.97,0.0,0,0,Clear,Low
0,4,Whitefield Main Road,198,36.27,8.73,0,0,Rainy,Low
21,4,Hebbal Flyover,452,35.48,0.0,0,0,Clear,Low
2,3,Sarjapur Road,215,37.85,0.0,0,0,Clear,Low
15,2,Bannerghatta Road,160,36.57,9.15,0,0,Rainy,Low
12,5,Electronic City Flyover,146,38.54,0.0,1,0,Cloudy,Low
17,6,Bannerghatta Road,304,36.96,0.0,1,0,Cloudy,Low
23,0,Sarjapur Road,226,36.43,6.54,0,0,Rainy,Low
1,6,Outer Ring Road,172,32.97,26.53,1,0,Heavy Rain,Low
8,0,Indiranagar 100ft Road,635,29.84,19.03,0,0,Rainy,Medium
8,2,Brigade Road,700,28.73,21.34,0,0,Heavy Rain,Medium
20,2,Indiranagar 100ft Road,400,29.09,34.56,1,0,Heavy Rain,Medium
22,2,Bannerghatta Road,250,29.16,41.71,0,0,Heavy Rain,Medium
5,1,MG Road,165,35.07,16.38,0,0,Rainy,Low
8,1,Brigade Road,302,36.98,0.0,1,0,Clear,Low
19,6,Silk Board Junction,428,29.12,33.01,1,0,Heavy Rain,Medium
2,2,Silk Board Junction,225,33.58,20.85,0,0,Heavy Rain,Low
13,3,Whitefield Main Road,189,38.11,0.0,0,0,Cloudy,Low
3,6,MG Road,124,38.76,0.0,1,0,Clear,Low
1,2,Electronic City Flyover,209,37.91,0.0,0,0,Clear,Low
17,1,Whitefield Main Road,571,34.29,0.0,0,0,Cloudy,Low
0,6,Hebbal Flyover,166,38.34,0.0,1,0,Clear,Low
16,4,Silk Board Junction,108,38.92,0.0,1,0,Cloudy,Low
12,3,MG Road,187,38.13,0.0,0,0,Clear,Low
4,5,Hebbal Flyover,153,38.47,0.0,1,0,Clear,Low
19,4,Outer Ring Road,629,33.71,0.0,0,0,Clear,Low
16,6,Electronic City Flyover,169,38.31,0.0,1,0,Cloudy,Low
1,6,Indiranagar 100ft Road,147,38.53,0.0,1,0,Cloudy,Low
18,6,Electronic City Flyover,352,33.62,14.31,1,0,Rainy,Low
4,1,Indiranagar 100ft Road,189,28.71,46.99,0,0,Heavy Rain,Medium
23,4,Brigade Road,254,37.46,0.0,0,0,Cloudy,Low
10,4,Hebbal Flyover,703,23.89,45.38,0,0,Heavy Rain,Medium
23,6,Indiranagar 100ft Road,96,35.83,16.04,1,0,Rainy,Low
18,6,Silk Board Junction,389,34.96,5.74,1,0,Rainy,Low
6,0,Whitefield Main Road,274,31.86,27.01,0,0,Heavy Rain,Low
9,0,Brigade Road,587,34.13,0.0,0,0,Clear,Low
2,1,Indiranagar 100ft Road,286,37.14,0.0,0,0,Clear,Low
6,4,Bannerghatta Road,204,34.8,15.79,0,0,Rainy,Low
2,4,Whitefield Main Road,167,38.33,0.0,1,0,Clear,Low
18,0,Indiranagar 100ft Road,617,24.13,48.52,0,0,Heavy Rain,Medium
3,6,Hebbal Flyover,168,36.3,10.09,1,0,Rainy,Low
18,5,Brigade Road,315,33.33,17.58,1,0,Rainy,Low
8,1,Sarjapur Road,469,30.04,26.37,0,0,Heavy Rain,Low
0,4,Bannerghatta Road,254,35.97,7.47,0,0,Rainy,Low
2,2,Whitefield Main Road,272,37.28,0.0,0,0,Cloudy,Low
4,2,Whitefield Main Road,183,31.49,33.4,0,0,Heavy Rain,Low
9,5,Indiranagar 100ft Road,358,36.42,0.0,1,0,Clear,Low
21,1,Bannerghatta Road,688,33.12,0.0,0,0,Cloudy,Low
1,5,Silk Board Junction,125,38.75,0.0,1,0,Cloudy,Low
23,0,Bannerghatta Road,166,36.21,10.66,0,0,Rainy,Low
18,5,Brigade Road,435,35.65,0.0,1,0,Clear,Low
21,6,Silk Board Junction,356,35.1,6.69,1,0,Rainy,Low
16,1,MG Road,435,20.65,0.0,0,1,Clear,Medium
18,0,Bannerghatta Road,730,32.7,0.0,0,0,Clear,Low
3,2,Bannerghatta Road,367,21.33,0.0,0,1,Clear,Medium
15,4,Hebbal Flyover,273,37.27,0.0,0,0,Clear,Low
13,4,Brigade Road,233,37.67,0.0,0,0,Cloudy,Low
4,4,Whitefield Main Road,195,28.52,47.67,0,0,Heavy Rain,Medium
7,6,Outer Ring Road,179,38.21,0.0,1,0,Cloudy,Low
5,5,Whitefield Main Road,127,30.13,43.01,1,0,Heavy Rain,Low
9,6,Hebbal Flyover,385,36.15,0.0,1,0,Cloudy,Low
14,0,Bannerghatta Road,217,35.55,11.41,0,0,Rainy,Low
2,5,Bannerghatta Road,120,32.64,30.8,1,0,Heavy Rain,Low
9,2,Sarjapur Road,476,33.52,8.61,0,0,Rainy,Low
2,0,Silk Board Junction,273,35.23,10.19,0,0,Rainy,Low
23,4,Silk Board Junction,226,37.74,0.0,0,0,Cloudy,Low
2,0,Silk Board Junction,233,34.9,13.87,0,0,Rainy,Low
8,6,Whitefield Main Road,325,27.81,44.7,1,0,Heavy Rain,Medium
6,1,Hebbal Flyover,228,37.72,0.0,0,0,Clear,Low
15,2,Electronic City Flyover,257,31.52,29.54,0,0,Heavy Rain,Low
1,0,Sarjapur Road,184,38.16,0.0,0,0,Clear,Low
14,2,Outer Ring Road,299,37.01,0.0,0,0,Cloudy,Low
5,5,Bannerghatta Road,336,21.64,0.0,1,1,Clear,Medium
23,0,Silk Board Junction,288,37.12,0.0,0,0,Cloudy,Low
12,1,Sarjapur Road,206,37.94,0.0,0,0,Cloudy,Low
6,6,Hebbal Flyover,129,34.73,19.91,1,0,Rainy,Low
11,5,Brigade Road,488,20.12,0.0,1,1,Cloudy,Medium
21,6,Electronic City Flyover,324,27.24,47.59,1,0,Heavy Rain,Medium
13,4,Whitefield Main Road,168,38.32,0.0,0,0,Cloudy,Low
13,3,Sarjapur Road,205,37.95,0.0,0,0,Clear,Low
18,0,MG Road,429,35.71,0.0,0,0,Clear,Low
19,0,Hebbal Flyover,541,34.59,0.0,0,0,Clear,Low
10,3,Outer Ring Road,447,30.21,26.6,0,0,Heavy Rain,Low
18,4,Electronic City Flyover,734,29.42,16.19,0,0,Rainy,Medium
7,5,Indiranagar 100ft Road,144,38.56,0.0,1,0,Cloudy,Low
0,0,Outer Ring Road,212,37.88,0.0,0,0,Clear,Low
10,2,Indiranagar 100ft Road,539,27.76,34.27,0,0,Heavy Rain,Medium
7,4,MG Road,239,37.61,0.0,0,0,Clear,Low
16,0,Sarjapur Road,272,33.29,19.96,0,0,Rainy,Low
7,3,Brigade Road,235,33.71,19.72,0,0,Rainy,Low
19,3,Electronic City Flyover,400,36.0,0.0,0,0,Clear,Low
0,6,MG Road,172,36.97,6.55,1,0,Rainy,Low
14,2,Whitefield Main Road,189,38.11,0.0,0,0,Clear,Low
17,5,MG Road,422,35.78,0.0,1,0,Clear,Low
15,4,Hebbal Flyover,546,19.54,0.0,0,1,Cloudy,Medium
11,2,Sarjapur Road,687,33.13,0.0,0,0,Clear,Low
2,6,Whitefield Main Road,142,38.58,0.0,1,0,Cloudy,Low
23,5,Bannerghatta Road,348,13.31,41.04,1,1,Heavy Rain,High
22,4,Electronic City Flyover,165,38.35,0.0,0,0,Cloudy,Low
14,2,Silk Board Junction,237,37.63,0.0,0,0,Cloudy,Low
20,3,Sarjapur Road,575,34.25,0.0,0,0,Clear,Low
16,4,MG Road,160,31.65,33.76,0,0,Heavy Rain,Low
4,5,Brigade Road,134,38.66,0.0,1,0,Clear,Low
15,2,Brigade Road,179,38.21,0.0,0,0,Cloudy,Low
12,6,Indiranagar 100ft Road,103,38.97,0.0,1,0,Clear,Low
0,3,Electronic City Flyover,299,37.01,0.0,0,0,Cloudy,Low
10,3,Brigade Road,660,26.96,32.18,0,0,Heavy Rain,Medium
14,5,Electronic City Flyover,172,35.84,12.19,1,0,Rainy,Low
16,0,Silk Board Junction,427,20.73,0.0,0,1,Clear,Medium
4,6,Sarjapur Road,133,38.67,0.0,1,0,Clear,Low
0,4,Hebbal Flyover,205,37.95,0.0,0,0,Cloudy,Low
20,6,Sarjapur Road,359,30.75,28.29,1,0,Heavy Rain,Low
10,3,Whitefield Main Road,547,34.53,0.0,0,0,Cloudy,Low
11,5,Indiranagar 100ft Road,376,33.11,15.66,1,0,Rainy,Low
1,3,Electronic City Flyover,236,36.1,7.71,0,0,Rainy,Low
5,2,Brigade Road,298,37.02,0.0,0,0,Clear,Low
16,5,Whitefield Main Road,163,38.37,0.0,1,0,Clear,Low
17,6,Bannerghatta Road,348,36.52,0.0,1,0,Cloudy,Low
14,5,Indiranagar 100ft Road,154,38.46,0.0,1,0,Clear,Low
1,2,Sarjapur Road,171,35.93,11.8,0,0,Rainy,Low
13,2,Hebbal Flyover,266,37.34,0.0,0,0,Clear,Low
8,2,Electronic City Flyover,683,33.17,0.0,0,0,Clear,Low
2,1,Indiranagar 100ft Road,188,33.88,21.21,0,0,Heavy Rain,Low
6,0,Sarjapur Road,276,33.63,18.06,0,0,Rainy,Low
2,2,Brigade Road,247,37.53,0.0,0,0,Cloudy,Low
12,1,Silk Board Junction,203,36.6,6.85,0,0,Rainy,Low
6,2,Indiranagar 100ft Road,263,35.86,7.53,0,0,Rainy,Low
16,3,Silk Board Junction,152,29.65,44.16,1,0,Heavy Rain,Medium
10,6,Brigade Road,315,35.32,7.63,1,0,Rainy,Low
6,4,Indiranagar 100ft Road,99,37.62,6.97,1,0,Rainy,Low
16,1,MG Road,244,31.97,27.94,0,0,Heavy Rain,Low
9,2,Electronic City Flyover,695,26.15,34.52,0,0,Heavy Rain,Medium
10,0,Outer Ring Road,658,33.42,0.0,0,0,Cloudy,Low
13,5,Hebbal Flyover,118,35.59,16.17,1,0,Rainy,Low
0,2,Hebbal Flyover,180,30.65,37.74,0,0,Heavy Rain,Low
17,6,Outer Ring Road,303,36.97,0.0,1,0,Cloudy,Low
9,4,Silk Board Junction,533,33.36,6.56,0,0,Rainy,Low
7,3,Silk Board Junction,538,19.62,0.0,0,1,Cloudy,Medium
13,1,Whitefield Main Road,240,37.6,0.0,0,0,Clear,Low
12,4,Bannerghatta Road,255,37.45,0.0,0,0,Cloudy,Low
15,1,Brigade Road,250,37.5,0.0,0,0,Cloudy,Low
23,2,Sarjapur Road,232,35.63,10.27,0,0,Rainy,Low
9,1,Silk Board Junction,782,14.85,11.65,0,1,Rainy,High
2,0,Bannerghatta Road,295,37.05,0.0,0,0,Cloudy,Low
8,5,MG Road,354,34.61,9.27,1,0,Rainy,Low
13,6,Electronic City Flyover,142,37.14,7.21,1,0,Rainy,Low
16,6,Hebbal Flyover,134,37.1,7.78,1,0,Rainy,Low
20,6,Bannerghatta Road,264,37.36,0.0,1,0,Cloudy,Low
10,1,Electronic City Flyover,444,31.61,19.75,0,0,Rainy,Low
23,0,Whitefield Main Road,164,38.36,0.0,0,0,Clear,Low
7,6,Bannerghatta Road,108,33.67,26.24,1,0,Heavy Rain,Low
5,4,Indiranagar 100ft Road,210,29.97,39.63,0,0,Heavy Rain,Medium
22,3,MG Road,524,19.76,0.0,0,1,Clear,Medium
11,0,Whitefield Main Road,676,25.61,38.15,0,0,Heavy Rain,Medium
6,5,Electronic City Flyover,141,38.59,0.0,1,0,Clear,Low
14,4,MG Road,174,34.97,16.44,0,0,Rainy,Low
12,2,Bannerghatta Road,204,37.96,0.0,0,0,Clear,Low
5,1,Whitefield Main Road,204,37.96,0.0,0,0,Cloudy,Low
9,1,Bannerghatta Road,660,27.23,30.87,0,0,Heavy Rain,Medium
0,1,Outer Ring Road,262,31.14,31.22,0,0,Heavy Rain,Low
6,0,Indiranagar 100ft Road,237,31.06,32.87,0,0,Heavy Rain,Low
7,0,Indiranagar 100ft Road,285,37.15,0.0,0,0,Cloudy,Low
8,2,MG Road,677,25.62,38.03,0,0,Heavy Rain,Medium
23,6,Outer Ring Road,167,38.33,0.0,1,0,Cloudy,Low
11,4,Brigade Road,545,34.55,0.0,0,0,Clear,Low
15,2,Electronic City Flyover,198,34.69,16.65,0,0,Rainy,Low
13,1,MG Road,207,37.93,0.0,0,0,Clear,Low
17,6,Whitefield Main Road,386,36.14,0.0,1,0,Clear,Low
12,3,MG Road,210,37.9,0.0,0,0,Clear,Low
8,6,MG Road,372,28.86,37.11,1,0,Heavy Rain,Medium
12,4,Whitefield Main Road,189,35.32,13.95,0,0,Rainy,Low
4,0,MG Road,286,37.14,0.0,0,0,Cloudy,Low
8,5,MG Road,417,32.54,16.45,1,0,Rainy,Low
7,5,Indiranagar 100ft Road,102,38.98,0.0,1,0,Clear,Low
4,2,Hebbal Flyover,226,37.74,0.0,0,0,Cloudy,Low
11,3,Indiranagar 100ft Road,542,19.58,0.0,0,1,Cloudy,Medium
22,4,Silk Board Junction,253,37.47,0.0,0,0,Clear,Low
8,2,Indiranagar 100ft Road,690,33.1,0.0,0,0,Cloudy,Low
22,1,Outer Ring Road,162,36.14,11.18,0,0,Rainy,Low
23,0,Outer Ring Road,220,36.02,8.88,0,0,Rainy,Low
9,5,Whitefield Main Road,259,27.73,48.4,1,0,Heavy Rain,Medium
5,4,Whitefield Main Road,258,37.42,0.0,0,0,Cloudy,Low
23,1,Hebbal Flyover,250,37.5,0.0,0,0,Clear,Low
16,4,Indiranagar 100ft Road,352,19.34,10.68,0,1,Rainy,Medium
9,1,Hebbal Flyover,406,35.94,0.0,0,0,Clear,Low
5,3,Bannerghatta Road,163,38.37,0.0,0,0,Cloudy,Low
14,3,MG Road,276,37.24,0.0,0,0,Cloudy,Low
0,6,Brigade Road,121,38.79,0.0,1,0,Clear,Low
5,4,Silk Board Junction,269,37.31,0.0,0,0,Cloudy,Low
4,2,MG Road,178,38.22,0.0,0,0,Clear,Low
2,5,Sarjapur Road,97,30.07,44.8,1,0,Heavy Rain,Low
22,2,Whitefield Main Road,290,30.53,32.86,0,0,Heavy Rain,Low
23,1,Indiranagar 100ft Road,353,21.47,0.0,0,1,Clear,Medium
3,0,Outer Ring Road,232,37.68,0.0,0,0,Cloudy,Low
15,6,Indiranagar 100ft Road,272,22.28,0.0,1,1,Clear,Medium
10,4,Whitefield Main Road,680,24.23,44.85,0,0,Heavy Rain,Medium
11,1,Bannerghatta Road,646,28.32,26.08,0,0,Heavy Rain,Medium
6,4,Whitefield Main Road,288,37.12,0.0,0,0,Cloudy,Low
5,6,Electronic City Flyover,131,38.69,0.0,1,0,Clear,Low
18,3,Hebbal Flyover,625,31.03,13.61,0,0,Rainy,Low
9,4,Indiranagar 100ft Road,469,32.86,12.25,0,0,Rainy,Low
13,0,Sarjapur Road,254,35.56,9.5,0,0,Rainy,Low
